interpret_hlavni,id,stazeno,nazev_wiki,popis_en,popis_cs,velikost,zanry,datum_narozeni,datum_umrti,zacatek_pusobeni,konec_pusobeni,zalozeni,zanik,gender,misto_puvodu,zeme_puvodu,obcanstvi,etnicita,hlas,nastroje,oceneni,nabozenstvi,orientace,spotify_id,spotify_odberatele
J Balvin,Q966845,True,J Balvin,Colombian singer,kolumbijský zpěvák,člověk,['reggaeton'],+1985-05-07T00:00:00Z,,+2007-00-00T00:00:00Z,,,,muž,Medellín,Kolumbie,['Kolumbie'],,['baryton'],['hlas'],"['Latin Grammy Award for Best Urban Song', 'Latin Grammy Award for Best Urban Music Album', 'Latin Grammy Award for Best Urban Music Album']",,,1vyhD5VmyZ7KMfW5gqLgo5,
Iyaz,Q317101,True,Iyaz,singer-songwriter and dancer from the British Virgin Islands,,člověk,['urban contemporary'],+1987-04-15T00:00:00Z,,+2009-00-00T00:00:00Z,,,,muž,Road Town,Spojené království,['Spojené státy americké'],,,['hlas'],,,,5tKXB9uuebKE34yowVaU3C,
Ivan Kral,Q3046138,True,Ivan Král,Czech-American musician,americký hudebník a filmař narozený v Čechách,člověk,"['alternativní rock', 'protopunk']",+1948-05-12T00:00:00Z,+2020-02-02T00:00:00Z,+1966-00-00T00:00:00Z,,,,muž,Praha,Česko,"['Spojené státy americké', 'Česko']",,,"['kytara', 'klavír', 'basová kytara', 'hlas']",,,,,
Baracuda,Q828760,True,Baracuda,German electronic band,,hudební skupina,"['elektronická taneční hudba', 'taneční hudba']",,,+2002-00-00T00:00:00Z,,+2002-00-00T00:00:00Z,,,,,,,,,,,,,
Ironik,Q1622313,True,Ironik,British musician,,člověk,,+1988-01-18T00:00:00Z,,+2007-00-00T00:00:00Z,,,,muž,Londýn,Římská říše,['Spojené království'],,,['hlas'],,,,1vwcHXpc5g75lakGYbUEJ3,
Iron Maiden,Q42482,True,Iron Maiden,English heavy metal band,britská heavymetalová skupina,hudební skupina,"['klasický heavy metal', 'Nová vlna britského heavy metalu', 'heavy metal']",,,+1975-00-00T00:00:00Z,,+1975-00-00T00:00:00Z,,,Leyton,Spojené království,,,,,['Cena Grammy za nejlepší metalové vystoupení'],,,6mdiAmATAx73kdxrNrnlao,
Iné Kafe,Q1097632,True,Iné Kafe,punk rock group from Slovakia,hudební skupina,hudební skupina,['punk rock'],,,+1995-00-00T00:00:00Z,,+1995-00-00T00:00:00Z,,,,,,,,,,,,,
Beatfreakz,Q2892968,True,Beatfreakz,Dutch house music band,,hudební skupina,['taneční hudba'],,,+2000-00-00T00:00:00Z,,,,,,,,,,,,,,,
Becky G,Q1393997,True,Becky G,American singer and actress,americká zpěvačka,člověk,"['Latin pop', 'reggaeton', 'cumbia']",+1997-03-02T00:00:00Z,,+2011-00-00T00:00:00Z,,,,žena,Inglewood,Spojené státy americké,['Spojené státy americké'],,['soprán'],"['hlas', 'kytara']","['Leading Ladies of Entertainment', 'Favorite Latin Artist', 'Radio Disney Music Award for Best New Artist', 'Radio Disney Music Award for Catchiest New Song', 'Radio Disney Music Award for Song to Dance to']",,,4obzFoKoKRHIphyHzJ35G3,
Iggy Azalea,Q2748803,True,Iggy Azalea,Australian rapper,australská rapperka,člověk,"['pop music', 'elektronická hudba', 'hip hop', 'electro hop', 'pop rap']",+1990-06-07T00:00:00Z,,+2007-00-00T00:00:00Z,,,,žena,Sydney,Austrálie,['Austrálie'],,,['hlas'],"['MTV Video Music Award for Best Pop Video', 'American Music Award for Favorite Rap/Hip-Hop Album']",,,5yG7ZAZafVaAlMTeBybKAL,
Iann Dior,Q65631841,True,Iann Dior,American rapper and singer,,člověk,,+1999-03-25T00:00:00Z,,+2017-00-00T00:00:00Z,,,,muž,Arecibo,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,6ASri4ePR7RlsvIQgWPJpS,
Berenika Kohoutová,Q11132273,True,Berenika Kohoutová,Czech actress and singer (*1991),česká herečka a zpěvačka (*1991),člověk,,+1991-02-15T00:00:00Z,,,,,,žena,Praha,Česko,['Česko'],,,,,,,28ukt2qiT4J2XeLyZklllx,
Jay Sean,Q294907,True,Jay Sean,British singer and songwriter,,člověk,"['contemporary R&B', 'pop music', 'hip hop', 'bhangra', 'British soul']",+1981-03-26T00:00:00Z,,+2002-00-00T00:00:00Z,,,,muž,Hounslow,Spojené království,['Spojené království'],,['Kontratenor'],"['kytara', 'hlas', 'klavír']",,,,4pADjHPWyrlAF0FA7joK2H,
Ella Henderson,Q12309788,True,Ella Henderson,English singer and songwriter,britská zpěvačka a textařka,člověk,['pop music'],+1996-01-12T00:00:00Z,,+2012-00-00T00:00:00Z,,,,žena,Tetney,Spojené království,['Spojené království'],,,"['klavír', 'hlas']",,,,7nDsS0l5ZAzMedVRKPP8F1,
Echosmith,Q15044343,True,Echosmith,American rock and indie pop band,americká indie popová kapela,hudební skupina,"['alternativní rock', 'rock']",,,+2009-00-00T00:00:00Z,,+2009-02-01T00:00:00Z,,,Chino,Spojené státy americké,,,,,,,,1PbBg2aYjWLKRk84zJK15x,
Dymytry,Q11837020,True,Dymytry,Czech band,česká hudební skupina,hudební skupina,['heavy metal'],,,,,+2003-00-00T00:00:00Z,,,Praha,Česko,,,,,,,,,
Dony,Q7075271,True,Obolo people,ethnic group in southeastern Nigeria,,etnikum,,,,,,,,,,,,,,,,,,,
Don Diablo,Q2464558,True,Don Diablo,Dutch DJ and record producer,DJ a hudební producent,člověk,['electro'],+1980-02-27T00:00:00Z,,+1997-00-00T00:00:00Z,,,,muž,Coevorden,Nizozemsko,['Nizozemské království'],,,['hlas'],,,,1l2ekx5skC4gJH8djERwh1,
Dnce,Q21648421,True,DNCE,American pop band,,hudební skupina,['pop rock'],,,+2015-00-00T00:00:00Z,,+2015-01-01T00:00:00Z,,,San Francisco,Spojené státy americké,,,,,,,,6T5tfhQCknKG4UnH90qGnz,
Dj Tiesto,Q183508,True,Tiësto,Dutch DJ and record producer,nizozemský DJ a producent,člověk,"['trance', 'elektronická taneční hudba', 'electro house', 'progressive house', 'future house', 'deep house', 'electronica', 'hardcore techno']",+1969-01-17T00:00:00Z,,+1994-00-00T00:00:00Z,,,,muž,Breda,Nizozemsko,['Nizozemské království'],,,"['digital audio workstation', 'klávesový nástroj', 'syntezátor']","['Gouden Harp', 'Zilveren Harp', 'MTV Europe Music Award for Best Dutch Act', 'Popprijs', 'důstojník Oranžsko-nasavského řádu', 'Grammy Award', 'honorary citizen of North-Brabant']",,,2o5jDhtHVPhrJdv3cEQ99Z,
Dawin,Q22270660,True,Dawin,"American singer, songwriter and record producer",,člověk,"['elektronická taneční hudba', 'dance-pop']",+1990-12-12T00:00:00Z,,+2014-00-00T00:00:00Z,,,,muž,Brooklyn,Spojené státy americké,['Spojené státy americké'],,,,,,,46GXASE9LHzyssNqKOInUu,
Dj Bobo,Q192108,True,DJ BoBo,"Swiss singer, rapper and dancer","vlastním jménem Peter René Baumann, švýcarský DJ, popový hudebník, zpěvák a tanečník",člověk,['pop music'],+1968-01-05T00:00:00Z,,+1989-00-00T00:00:00Z,,,,muž,Kölliken,Švýcarsko,['Švýcarsko'],,,['hlas'],['Swiss Music Awards'],,,,
Disturbed,Q131366,True,Disturbed,American heavy metal band,hudební skupina,hudební skupina,"['rock', 'alternativní metal', 'nu metal', 'heavy metal', 'hard rock']",,,+1996-00-00T00:00:00Z,,+1994-01-01T00:00:00Z,,,Chicago,Spojené státy americké,,,,,,,,3TOqt5oJwL9BE2NG9MEwDa,
Deep Purple,Q101505,True,Deep Purple,English rock band,anglická rocková skupina,rocková hudební skupina,"['hard rock', 'psychedelický rock', 'klasický heavy metal', 'progresivní rock']",,,+1968-00-00T00:00:00Z,,+1968-01-01T00:00:00Z,,,Hertford,Spojené království,,,,,['Rock and Roll Hall of Fame'],,,568ZhdwyaiCyOGJRtNYhWf,
Dimitri Vegas,Q12308641,True,Dimitri Vegas,Belgian DJ and record producer,,člověk,,+1982-05-16T00:00:00Z,,,,,,muž,,,['Belgie'],,,,,,,2HkAI0YrEcgoR8QdaURqhO,
Diddy,Q216936,True,Sean Combs,"American rapper, record producer, and entrepreneur","americký rapper, tanečník a herec",člověk,"['hip hop', 'rhythm and blues']",+1969-11-04T00:00:00Z,,+1990-00-00T00:00:00Z,,,,muž,Harlem,Spojené státy americké,['Spojené státy americké'],['Afroameričané'],,['hlas'],"['Cena Grammy za nejlepší rapové vystoupení dua nebo skupiny', 'NAACP Image Award for Outstanding Actor in a Television Movie, Mini-Series or Dramatic Special', 'BET Award for Video of the Year', ""BET Award for Viewer's Choice"", 'Grammy Award for Best Rap Album', 'BET Award for Best Group', 'Cena Grammy za nejlepší rapové vystoupení dua nebo skupiny', 'Hvězda na Hollywoodském chodníku slávy']",,,59wfkuBoNyhDMQGCljbUbA,
Elle King,Q5364665,True,Elle King,"American singer, songwriter, and actress",americká zpěvačka,člověk,"['country', 'Americana', 'blues rock', 'alternativní country']",+1989-01-01T00:00:00Z,,+1998-00-00T00:00:00Z,,,,žena,Los Angeles,Spojené státy americké,['Spojené státy americké'],,,"['banjo', 'hlas']",,,,3bhu7P5PfngueRHiB9hjcx,
Dan + Shay,Q16959408,True,Dan + Shay,American country music duo,,hudební skupina,['country'],,,+2012-00-00T00:00:00Z,,+2012-00-00T00:00:00Z,,,Nashville,Spojené státy americké,,,,,,,,7z5WFjZAIYejWy0NI5lv4T,
Fragma,Q694778,True,Fragma,band,,hudební skupina,"['eurodance', 'house music']",,,+1998-00-00T00:00:00Z,,+1998-00-00T00:00:00Z,,,,,,,,,,,,,
Chad Kroeger,Q294723,True,Chad Kroeger,Canadian rock musician,Kanadský rockový zpěvák a muzikant,člověk,"['post-grunge', 'hard rock', 'klasický heavy metal', 'pop rock', 'alternativní rock', 'alternativní metal']",+1974-11-15T00:00:00Z,,+1995-00-00T00:00:00Z,,,,muž,Hanna,Kanada,['Kanada'],,['baryton'],"['kytara', 'hlas']",,,,,
Charlie Straight,Q3331492,True,Charlie Straight,Czech musical group,česká hudební skupina,hudební skupina,['Britpop'],,,+2006-00-00T00:00:00Z,,+2006-01-01T00:00:00Z,,,Třinec,Česko,,,,,,,,,
Foo Fighters,Q483718,True,Foo Fighters,American rock band,americká rocková hudební skupina,rocková hudební skupina,"['alternativní rock', 'post-grunge', 'hard rock', 'grunge', 'rock']",,,+1994-00-00T00:00:00Z,,+1995-00-00T00:00:00Z,,,Seattle,Spojené státy americké,,,,,['MTV Video Music Award for Best Rock Video'],,,7jy3rLJdDQY21OgRLCZ9sD,
Chemical Brothers,Q208507,True,The Chemical Brothers,British electronic music duo,anglická elektronická hudebný dvojice,hudební duo,"['techno', 'big beat', 'electronica']",,,+1991-00-00T00:00:00Z,,+1989-00-00T00:00:00Z,,,Manchester,Spojené království,,,,,"['Grammy Award for Best Dance/Electronic Album', 'Grammy Award for Best Dance/Electronic Album']",,,1GhPHrq36VKCY3ucVaZCfo,
Fil Bo Riva,Q61997551,True,Fil Bo Riva,Italian musician,,člověk,,+1995-00-00T00:00:00Z,,,,,,muž,Řím,Itálie,,,,,,,,,
Cnco,Q26270552,True,CNCO,Latin American musical group,,boy band,['Latin pop'],,,+2015-00-00T00:00:00Z,,,,,Miami,Spojené státy americké,,,,,,,,0eecdvMrqBftK0M1VKhaF4,
Eva Burešová,Q13433830,True,Eva Burešová,Czech actress and singer (*1993),česká zpěvačka a herečka,člověk,,+1993-07-22T00:00:00Z,,,,,,žena,Hlučín,Česko,['Česko'],,,['hlas'],,,,,
Eros Ramazzotti,Q153708,True,Eros Ramazzotti,Italian musician (born 1963),italský zpěvák,člověk,"['pop music', 'pop rock']",+1963-10-28T00:00:00Z,,+1980-00-00T00:00:00Z,,,,muž,Řím,Itálie,['Itálie'],,['tenor'],"['kytara', 'hlas']","['Řád zásluh o Italskou republiku', 'Goldene Kamera', 'Festival Sanremo']",,,61J0BktHv7PuP3tjTPYXSX,
Cypress Hill,Q322196,True,Cypress Hill,American hip hop group,hudební skupina,hudební skupina,"['West Coast rap', 'hardcore hip hop']",,,+1988-00-00T00:00:00Z,,+1986-00-00T00:00:00Z,,,Los Angeles,Spojené státy americké,,,,,['Hvězda na Hollywoodském chodníku slávy'],,,4P0dddbxPil35MNN9G2MEX,
Aronchupa,Q18237389,True,AronChupa,Swedish music producer,švédský hudební producent,člověk,"['electro house', 'alternative dance', 'nu-disco', 'Jumpstyle']",+1991-03-30T00:00:00Z,,+2012-00-00T00:00:00Z,,,,muž,Borås,Švédsko,['Švédsko'],,,,,,,5vCOdeiQt9LyzdI87kt5Sh,
Blink 182,Q482477,True,Blink-182,American rock band,americká rocková skupina,hudební skupina,"['pop punk', 'alternativní rock']",,,+1992-00-00T00:00:00Z,,+1992-01-01T00:00:00Z,,,San Diego,Spojené státy americké,,,,,,,,6FBDaR13swtiWwGhX1WQsP,
Jaymes Young,Q16887162,True,Jaymes Young,American singer-songwriter and musician,,člověk,,+1991-09-01T00:00:00Z,,+2013-00-00T00:00:00Z,,,,muž,Seattle,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,6QrQ7OrISRYIfS5mtacaw2,
Klubbingman,Q73595,True,Tommy Schleh,German DJ,,člověk,,+1964-12-10T00:00:00Z,,,,,,muž,Neckarbischofsheim,Německo,['Německo'],,,,,,,,
Kendrick Lamar,Q130798,True,Kendrick Lamar,American rapper from California,americký rapper,člověk,"['West Coast rap', 'political hip hop', 'G-Funk', 'Gangsta rap', 'conscious hip hop', 'jazz rap', 'alternativní hip-hop']",+1987-06-17T00:00:00Z,,+2004-00-00T00:00:00Z,,,,muž,Compton,Spojené státy americké,['Spojené státy americké'],,,['hlas'],"['Cena Grammy za nejlepší rapový počin', 'Cena Grammy za nejlepší rapovou píseň', 'BET Award for Best New Artist', 'BET Award for Best Collaboration', 'Grammy Award for Best Rap/Sung Collaboration', 'Pulitzerova cena za hudbu', 'Cena Grammy za nejlepší rapový počin', 'Cena Grammy za nejlepší rapový počin', 'Cena Grammy za nejlepší rapový počin', 'Cena Grammy za nejlepší rapový počin']",,,2YZyLoL8N0Wb9xBt1NhZWg,
Alžběta Kolečkářová,Q10787284,True,Alžběta Kolečkářová,Czech singer,česká zpěvačka,člověk,,+1992-05-04T00:00:00Z,,,,,,žena,Zlín,Česko,,,,['hlas'],,,,,
American Authors,Q15044381,True,American Authors,American rock band,american authors,hudební skupina,['alternativní rock'],,,+2006-00-00T00:00:00Z,,+2006-00-00T00:00:00Z,,,Boston,Spojené státy americké,,,,,,,,0MlOPi3zIDMVrfA9R04Fe3,
André Rieu,Q159832,True,André Rieu,Dutch violinist and conductor,"nizozemský houslista, skladatel, kapelník a hudební producent",člověk,['klasická hudba'],+1949-10-01T00:00:00Z,,+1978-00-00T00:00:00Z,,,,muž,Maastricht,Nizozemsko,['Nizozemské království'],,,['housle'],"['rytíř Řádu umění a literatury', 'Charlemagne Medal for European Media', 'čestná dekorace ve zlatě Čestného odznaku za zásluhy o Rakouskou republiku', 'Zlatá ladička', 'Zlatá ladička', 'Zlatá ladička', 'rytíř Řádu nizozemského lva']",,,3hJv5p2HwekJysNB2NDnEC,
John Legend,Q44857,True,John Legend,American singer-songwriter,americký zpěvák,člověk,"['soul', 'pop music', 'contemporary R&B']",+1978-12-28T00:00:00Z,,+2000-00-00T00:00:00Z,,,,muž,Springfield,Spojené státy americké,['Spojené státy americké'],,['baryton'],"['klavír', 'hlas']","['Cena Grammy pro nejlepšího nového umělce', 'NAACP Image Award for Outstanding Music Video', 'Oscar za nejlepší filmovou píseň', 'honorary doctor of the Berklee College of Music', 'Primetime Emmy Award for Outstanding Special Class Program', 'Tony Award for Best Revival of a Play', 'Zlatý glóbus za nejlepší filmovou píseň']",,,5y2Xq6xcjJb2jVM54GHK3t,
Khalid,Q28816483,True,Khalid,American singer (born 1998),americký zpěvák a skladatel,člověk,['contemporary R&B'],+1998-02-11T00:00:00Z,,+2016-00-00T00:00:00Z,,,,muž,Fort Stewart,Spojené státy americké,['Spojené státy americké'],,['baryton'],['hlas'],,,,6LuN9FCkKOj5PcnpouEgny,
Kid Cudi,Q299138,True,Kid Cudi,American rapper and singer (born 1984),Rapper,člověk,"['alternativní hip-hop', 'alternativní rock', 'neo-psychedelia', 'Trip hop', 'hip hop']",+1984-01-30T00:00:00Z,,+2008-00-00T00:00:00Z,,,,muž,Cleveland,Spojené státy americké,['Spojené státy americké'],,,"['bicí automat', 'hlas']",['Grammy Award for Best Rap/Sung Collaboration'],,,0fA0VVWsXO9YnASrzqfmYu,
A Fine Frenzy,Q240830,True,Alison Sudol,American musician,,člověk,['pop music'],+1984-12-23T00:00:00Z,,+1997-00-00T00:00:00Z,,,,žena,Seattle,Spojené státy americké,['Spojené státy americké'],,,['klavír'],,,,5dTYaRzOn4rXGBLH052EeQ,
Kiesza,Q16730833,True,Kiesza,Canadian singer and songwriter,,člověk,"['folk', 'house music', 'pop music', 'elektronická hudba']",+1989-01-29T00:00:00Z,,,,,,žena,Calgary,Kanada,['Kanada'],,['soprán'],"['klávesy', 'hlas', 'kytara']",,,,4zxvC7CRGvggq9EWXOpwAo,
Kim Wilde,Q1790,True,Kim Wilde,English pop singer (born 1960),britská zpěvačka,člověk,"['pop music', 'synthpop', 'nová vlna', 'Hi-NRG', 'rock', 'pop rock']",+1960-11-18T00:00:00Z,,+1980-00-00T00:00:00Z,,,,žena,Londýn,Římská říše,['Spojené království'],,,"['klavír', 'hlas']",,,,73a6pNH4YtLNgDbPQwXveo,
Klangkarussell,Q1385280,True,Klangkarussell,Austrian band,,hudební skupina,['elektronická taneční hudba'],,,+2011-00-00T00:00:00Z,,,,,,,,,,,['Amadeus Austrian Music Awards'],,,041iTeoMIwXMlShuQPIVKo,
Jitka Charvátová,Q12024947,True,Jitka Charvátová,Czech actress and singer,česká herečka a zpěvačka,člověk,,+1975-04-10T00:00:00Z,,,,,,žena,České Budějovice,Česko,['Česko'],,,,,,,,
Keane,Q484311,True,Keane,English alternative rock band,,hudební skupina,"['alternativní rock', 'piano rock']",,,+1995-00-00T00:00:00Z,,+1995-00-00T00:00:00Z,,,Battle,Spojené království,,,,,['Brit Award for British Breakthrough Act'],,,53A0W3U0s8diEn9RhXQhVz,
Abba,Q18233,True,ABBA,Swedish pop group,švédská popová skupina,hudební skupina,"['pop music', 'pop rock', 'Europop', 'euro disco', 'taneční hudba', 'glam rock']",,,+1972-00-00T00:00:00Z,+1982-00-00T00:00:00Z,+1970-00-00T00:00:00Z,+2016-00-00T00:00:00Z,,Stockholm,Švédsko,,,,"['hlas', 'klavír', 'kytara', 'klávesy', 'akordeon']","[""Rockbjörnen for the century's Swedish group/artist"", 'Musikexportpriset']",,,0LcJLqbBmaGUft1e9Mm8HV,+6059881
Aloha From Hell,Q688203,True,Aloha from Hell,band,německá hudební skupina,hudební skupina,['pop punk'],,,+2006-00-00T00:00:00Z,,+2006-01-01T00:00:00Z,+2010-07-15T00:00:00Z,,,,,,,,,,,,
Kardinal Offishall,Q371238,True,Kardinal Offishall,"Canadian rapper, record producer, DJ, and record executive",kanadský rapper,člověk,['hip hop'],+1976-05-11T00:00:00Z,,+1994-00-00T00:00:00Z,,,,muž,Scarborough,Kanada,['Kanada'],,,['hlas'],,,,5P2rwRBgIN450RaJxdjYdA,
Kamelot,Q12027773,True,Kamelot,Czech folk band,česká hudební skupina,hudební skupina,,,,,,,,,,,,,,,,,,,
Karel Kryl,Q164593,True,Karel Kryl,Czech singer-songwriter and poet (1944-1994),československý písničkář,člověk,['lidová hudba'],+1944-04-12T00:00:00Z,+1994-03-03T00:00:00Z,+1968-00-00T00:00:00Z,,,,muž,Kroměříž,Česko,['Československo'],['Češi'],,"['kytara', 'hlas']","['medaile Za zásluhy', 'Řád Tomáše Garrigua Masaryka I. třídy']",,,,
Ali Gatie,Q65962050,True,Ali Gatie,Iraqi-born Canadian songwriter and rapper,,člověk,"['contemporary R&B', 'pop music']",+1997-05-31T00:00:00Z,,+2018-00-00T00:00:00Z,,,,muž,Aden,Jemen,"['Kanada', 'Irák']",,,,,,,4rTv3Ejc7hKMtmoBOK1B4T,
Kaleo,Q16851422,True,Kaleo,Icelandic blues/rock band,islandská hudební skupina,hudební skupina,['blues rock'],,,+2012-00-00T00:00:00Z,,+2012-00-00T00:00:00Z,,,Mosfellsbær,Island,,,,,,,,7jdFEYD2LTYjfwxOdlVjmc,
K-Maro,Q981165,True,K.Maro,Canadian-Lebanese rapper and singer,,člověk,['electro'],+1980-01-31T00:00:00Z,,+1993-00-00T00:00:00Z,,,,muž,Bejrút,Libanon,['Libanon'],,,['hlas'],,,,1a2yfRvULXWkUSvxJbkw75,
Karmah,Q488819,True,Karmah,band,,hudební duo,['taneční hudba'],,,+1997-00-00T00:00:00Z,,,,,,,,,,,,,,,
Ally Brooke,Q22965780,True,Ally Brooke,American singer,americká zpěvačka,člověk,['pop music'],+1993-07-07T00:00:00Z,,+2012-00-00T00:00:00Z,,,,žena,San Antonio,Spojené státy americké,['Spojené státy americké'],,['dramatický koloraturní soprán'],['hlas'],,,,6TXM1kV4L8DsDAkAfbOPYk,
Adonxs,Q110254884,True,ADONXS,"Slovak singer-songwriter, model and dancer","slovenský zpěvák-skladatel, model a tanečník",člověk,"['barokní pop', 'alternative pop', 'Avant-pop', 'dark ambient', 'indie pop', 'chamber pop', 'pop music', 'synthpop']",+1995-09-13T00:00:00Z,,+2015-00-00T00:00:00Z,,,,muž,Myjava,Slovensko,,,['basso profondo'],"['klavír', 'hlas', 'klávesový nástroj']","['Forbes 30 Under 30', 'Hudební ceny Evropy 2']",,['homosexualita'],2Wipb14FDfbuu8b8LWpiNM,
Juanes,Q43189,True,Juanes,Colombian musician (born 1972),,člověk,['Latin pop'],+1972-08-09T00:00:00Z,,+1988-00-00T00:00:00Z,,,,muž,Medellín,Kolumbie,['Kolumbie'],,,"['kytara', 'hlas']","['rytíř Řádu umění a literatury', 'Latin Recording Academy Person of the Year', 'Cena Latin Grammy za album roku', 'Cena Latin Grammy za album roku', 'Cena Latin Grammy za nahrávku roku', 'Cena Latin Grammy za píseň roku', 'Cena Latin Grammy za album roku', 'Cena Latin Grammy za nahrávku roku', 'Cena Latin Grammy za píseň roku', 'Latin Grammy Award for Best New Artist', 'Cena Grammy za nejlepší latinské popové album', 'Cena Grammy za nejlepší latinské popové album', 'Latin Grammy Award for Best Rock Solo Vocal Album', 'Latin Grammy Award for Best Rock Solo Vocal Album', 'Latin Grammy Award for Best Rock Solo Vocal Album', 'Latin Grammy Award for Best Pop/Rock Album', 'Latin Grammy Award for Best Pop/Rock Album', 'Latin Grammy Award for Best Rock Song', 'Latin Grammy Award for Best Rock Song', 'Latin Grammy Award for Best Rock Song', 'Latin Grammy Award for Best Rock Song', 'Billboard Spirit of Hope Award', 'Latin Grammy Award for Best Pop/Rock Album']",,,0UWZUmn7sybxMCqrw9tGa7,
